pl_name,pl_bmasse,pl_rade,pl_dens,pl_radeerr1,pl_radeerr2,pl_bmasseerr1,pl_bmasseerr2,discoverymethod,disc_facility,pl_controv_flag,sy_dist
"HD 21749 c",3.70000,0.892,31.930000,0.064,-0.058,,,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0,16.3200000
"HD 45652 b",137.62039,14.300,0.259000,,,24.15508,-24.15508,"Radial Velocity","Haute-Provence Observatory",0,34.8541000
"Kepler-327 b",1.41000,1.110,5.670000,0.050,-0.050,,,"Transit","Kepler",0,241.9870000
"Kepler-49 e",3.05000,1.560,4.410000,0.080,-0.080,,,"Transit","Kepler",0,311.2220000
"K2-43 b",18.50000,4.510,1.110000,0.440,-0.190,,,"Transit","K2",0,182.5360000
"HATS-2 b",427.46300,13.092,1.050000,0.336,-0.336,47.67200,-47.67200,"Transit","HATSouth",0,341.9250000
"CoRoT-23 b",889.90000,11.770,3.000000,1.460,-1.460,95.30000,-95.30000,"Transit","CoRoT",0,1060.9700000
"Kepler-787 b",2.18000,1.280,5.710000,0.060,-0.070,,,"Transit","Kepler",0,503.5680000
"Kepler-93 b",4.54426,1.569,1.652000,0.112,-0.112,0.84796,-0.84796,"Transit","Kepler",0,95.9115000
"Kepler-753 b",4.31000,1.910,3.400000,0.250,-0.090,,,"Transit","Kepler",0,274.7670000
"Kepler-730 c",3.09000,1.569,4.390000,0.135,-0.135,,,"Transit","Kepler",0,1935.0400000
"Kepler-839 b",7.13000,2.570,2.310000,0.410,-0.250,,,"Transit","Kepler",0,944.5610000
"Kepler-1665 b",8.44000,2.839,2.030000,,,,,"Transit","Kepler",0,335.5150000
"Kepler-610 b",16.30000,4.190,1.220000,1.160,-0.450,,,"Transit","Kepler",0,845.8240000
"Kepler-168 c",7.70000,2.690,2.170000,1.210,-1.210,,,"Transit","Kepler",0,1343.6000000
"Kepler-703 b",51.10000,8.200,0.509000,3.710,-1.390,,,"Transit","Kepler",0,1156.8300000
"Kepler-1450 b",3.57000,1.710,3.920000,0.130,-0.110,,,"Transit","Kepler",0,505.8290000
"Qatar-3 b",1369.84730,12.285,4.000000,1.569,-1.569,149.38010,-149.38010,"Transit","Qatar",0,735.6010000
"K2-192 b",2.92000,1.520,4.570000,0.130,-0.130,,,"Transit","K2",0,221.7530000
"HD 9446 c",578.42600,13.400,1.320000,,,54.02880,-54.02880,"Radial Velocity","Haute-Provence Observatory",0,50.3503000
"Kepler-1258 b",0.56600,0.860,4.890000,0.130,-0.080,,,"Transit","Kepler",0,717.5550000
"Kepler-1409 b",1.12000,1.040,5.470000,0.080,-0.070,,,"Transit","Kepler",0,694.8900000
"Kepler-1287 b",2.99000,1.540,4.500000,0.220,-0.130,,,"Transit","Kepler",0,1003.2600000
"Kepler-1133 b",4.54000,1.970,3.260000,0.240,-0.150,,,"Transit","Kepler",0,753.1350000
"HD 23472 b",17.92000,1.872,15.000000,1.321,-1.321,1.41000,-14.00000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0,39.0341000
"HD 160691 c",576.51900,13.400,1.320000,,,,,"Radial Velocity","Anglo-Australian Telescope",0,15.5981000
"HATS-13 b",172.58169,13.585,0.377000,0.392,-0.392,22.88376,-22.88376,"Transit","HATSouth",0,421.8550000
"HD 164595 b",16.14000,4.160,1.230000,,,2.72000,-2.72000,"Radial Velocity","Haute-Provence Observatory",0,28.2540000
"HD 73267 b",984.31951,13.100,2.410000,,,13.98452,-13.66669,"Radial Velocity","La Silla Observatory",0,50.4093000
"TRAPPIST-1 e",0.62000,0.918,4.400000,0.039,-0.039,0.58000,-0.58000,"Transit","Multiple Observatories",0,12.4298888
"55 Cnc e",7.99000,1.875,6.660000,0.029,-0.029,0.32000,-0.33000,"Radial Velocity","McDonald Observatory",0,12.5855000
"HATS-70 b",4100.00700,15.513,6.640000,0.886,-0.829,572.09400,-508.52800,"Transit","HATSouth",0,1458.8300000
"GJ 676 A d",4.40000,1.930,3.360000,,,0.30000,-0.30000,"Radial Velocity","La Silla Observatory",0,16.0272000
"HD 220074 b",5288.69120,12.200,16.000000,,,4214.42580,-4214.42580,"Radial Velocity","Bohyunsan Optical Astronomical Observatory",0,324.5400000
"HD 11977 b",2080.00000,12.700,5.580000,,,,,"Radial Velocity","La Silla Observatory",0,67.9331000
"K2-190 b",2.41000,1.357,5.300000,0.176,-0.102,,,"Transit","K2",0,160.6790000
"HD 89345 b",34.96130,7.398,0.471000,0.314,-0.336,5.40311,-5.72094,"Transit","K2",0,132.3450000
"HD 92788 c",1166.43610,13.000,2.920000,,,95.34900,-79.45750,"Radial Velocity","La Silla Observatory",0,34.6538000
"TOI-2076 c",18.00000,4.438,1.130000,0.046,-0.046,,,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0,41.9091000
"HIP 65891 b",1906.98000,12.800,5.000000,,,155.73670,-155.73670,"Radial Velocity","Multiple Observatories",0,150.2920000
"Kepler-1357 b",2.18000,1.280,5.710000,0.200,-0.110,,,"Transit","Kepler",0,1015.6900000
"Kepler-134 b",4.66000,2.000,3.200000,0.390,-0.390,,,"Transit","Kepler",0,334.7970000
"Kepler-1464 b",3.39000,1.660,4.070000,0.290,-0.160,,,"Transit","Kepler",0,1151.7300000
"Kepler-1675 b",9.93000,3.125,1.790000,,,,,"Transit","Kepler",0,651.1170000
"Kepler-150 f",12.90000,3.640,1.470000,0.520,-0.390,,,"Transit","Kepler",0,891.0920000
"Kepler-1523 b",3.12000,1.580,4.350000,0.270,-0.150,,,"Transit","Kepler",0,865.5960000
"Kepler-263 b",7.61000,2.670,2.200000,1.450,-1.450,,,"Transit","Kepler",0,754.7470000
"HD 145457 b",708.76090,13.300,1.660000,,,133.48860,-133.48860,"Radial Velocity","Subaru Telescope",0,135.2920000
"HD 191939 c",10.50000,3.230,1.710000,0.110,-0.110,,,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0,53.6089000
"WASP-47 b",363.10000,12.630,0.993000,0.150,-0.150,7.30000,-7.30000,"Transit","SuperWASP",0,264.7800000
"Pr0211 b",597.52040,13.400,1.360000,,,9.53490,-9.53490,"Radial Velocity","Fred Lawrence Whipple Observatory",0,182.7140000
"HD 98649 b",2158.06570,12.700,5.790000,,,168.44990,-98.52730,"Radial Velocity","La Silla Observatory",0,42.1727000
"K2-57 b",5.06000,2.100,3.000000,0.250,-0.250,,,"Transit","K2",0,264.2130000
"KOI-142 c",214.10000,14.000,0.429000,,,5.20000,-5.20000,"Transit","Kepler",0,376.8630000
"K2-86 b",4.50000,1.960,3.280000,0.270,-0.270,,,"Transit","K2",0,258.6990000
"KELT-16 b",874.03250,15.861,1.200000,0.942,-0.751,50.85280,-47.67450,"Transit","KELT",0,444.5860000
"HAT-P-6 b",419.53560,16.589,0.558000,1.681,-1.681,95.34900,-95.34900,"Transit","HATNet",0,275.3580000
"K2-148 c",3.64000,1.730,3.860000,0.240,-0.210,,,"Transit","K2",0,124.4580000
"K2-174 b",7.27000,2.600,2.270000,0.100,-0.100,,,"Transit","K2",0,99.9293000
"K2-25 b",11.60000,3.430,1.580000,0.950,-0.310,,,"Transit","K2",0,44.9565000
"K2-253 b",,12.670,,0.690,-0.610,,,"Transit","K2",0,876.5650000
"Kepler-512 b",7.70000,2.690,2.170000,0.490,-0.310,,,"Transit","Kepler",0,467.3750000
"Kepler-59 b",651.52000,1.100,,,,,,"Transit","Kepler",0,1163.2200000
"Kepler-603 d",2.30000,1.320,5.500000,0.250,-0.130,,,"Transit","Kepler",0,1539.6300000
"Kepler-435 b",266.97000,22.310,0.131000,2.020,-2.020,47.67000,-47.67000,"Transit","Kepler",0,1418.7700000
"Kepler-647 c",15.10000,4.001,1.300000,,,,,"Transit","Kepler",0,1087.8700000
"Kepler-658 b",3.29000,1.630,4.170000,0.060,-0.060,,,"Transit","Kepler",0,388.3840000
"HD 187085 b",265.70588,13.900,0.544000,,,3.49613,-3.49613,"Radial Velocity","Anglo-Australian Telescope",0,45.8993000
"Gl 686 b",6.62400,2.460,2.450000,,,0.43200,-0.43200,"Radial Velocity","Roque de los Muchachos Observatory",0,8.1572800
"EPIC 211822797 b",4.58000,1.980,3.240000,0.110,-0.110,,,"Transit","K2",0,186.1970000
"Gl 49 b",5.63000,2.240,2.750000,,,0.67000,-0.68000,"Radial Velocity","Multiple Observatories",0,9.8528000
"HATS-56 b",191.33366,18.921,0.155000,0.437,-0.616,11.12405,-11.12405,"Transit","HATSouth",0,564.4090000
"Kepler-881 b",3.82000,1.780,3.720000,0.430,-0.320,,,"Transit","Kepler",0,1375.1800000
"Kepler-890 b",58.60000,8.890,0.458000,2.860,-1.060,,,"Transit","Kepler",0,1712.1200000
"TRAPPIST-1 d",0.41000,0.772,4.900000,0.030,-0.030,0.27000,-0.27000,"Transit","La Silla Observatory",0,12.4298888
"V830 Tau b",222.48100,14.000,0.446000,,,38.13960,-38.13960,"Radial Velocity","Multiple Observatories",0,130.1110000
"Kepler-981 b",5.95000,2.310,2.650000,0.300,-0.180,,,"Transit","Kepler",0,878.0820000
"OGLE-2007-BLG-368L b",20.00000,4.720,1.050000,,,7.00000,-8.00000,"Microlensing","OGLE",0,5900.0000000
"K2-256 b",7.41000,2.630,2.240000,0.250,-0.210,,,"Transit","K2",0,564.6930000
"K2-147 b",2.48000,1.380,5.190000,0.170,-0.150,,,"Transit","K2",0,90.5494000
"K2-293 b",6.57000,2.450,2.450000,0.350,-0.250,,,"Transit","K2",0,392.2510000
"K2-42 b",5.27000,2.150,2.910000,0.240,-0.240,,,"Transit","K2",0,396.9130000
"KMT-2017-BLG-1038L b",640.00000,13.400,1.460000,,,640.00000,-350.00000,"Microlensing","KMTNet",0,6000.0000000
"KOI-55 b",0.44000,0.759,5.530000,,,,,"Orbital Brightness Modulation","Kepler",1,1231.0200000
"Kepler-607 b",0.59000,0.870,4.920000,0.060,-0.070,,,"Transit","Kepler",0,519.1220000
"Kepler-58 b",441.77000,2.780,,,,,,"Transit","Kepler",0,969.2520000
"Kepler-663 b",7.27000,2.600,2.270000,0.200,-0.160,,,"Transit","Kepler",0,1063.0900000
"Kepler-426 b",108.06000,12.220,0.260000,0.340,-0.340,25.43000,-25.43000,"Transit","Kepler",0,843.6950000
"OGLE-2006-BLG-109L b",231.00000,14.000,0.463000,,,19.00000,-19.00000,"Microlensing","OGLE",0,1510.0000000
"OGLE-2012-BLG-0838L b",53.10000,8.390,0.494000,,,38.50000,-260.00000,"Microlensing","OGLE",0,6320.0000000
"KMT-2016-BLG-1820L b",1450.00000,12.900,3.710000,,,1600.00000,-680.00000,"Microlensing","KMTNet",0,6260.0000000
"HD 219828 c",4640.31800,12.300,13.700000,,,731.00900,-731.00900,"Radial Velocity","Multiple Facilities",0,73.1140000
"Kepler-598 c",9.40000,3.024,1.870000,,,,,"Transit","Kepler",0,681.0860000
"Kepler-1010 b",5.99000,2.320,2.640000,0.440,-0.180,,,"Transit","Kepler",0,579.2730000
"AU Mic b",17.00000,4.070,1.400000,0.170,-0.170,5.00000,-5.00000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0,9.7221000
"GJ 887 c",7.60000,2.670,2.190000,,,1.20000,-1.20000,"Radial Velocity","La Silla Observatory",0,3.2900000
"Kepler-571 b",7.46000,2.640,2.230000,0.320,-0.170,,,"Transit","Kepler",0,723.8750000
"Kepler-859 b",9.75000,3.090,1.820000,0.180,-0.150,,,"Transit","Kepler",0,839.9030000
"HD 137388 b",63.56600,9.320,0.431000,,,6.35660,-6.35660,"Radial Velocity","La Silla Observatory",0,40.4841000
"HATS-50 b",123.95370,12.666,0.330000,0.841,-0.841,31.78300,-31.78300,"Transit","HATSouth",0,756.7420000
"HD 154345 b",260.62060,13.900,0.533000,,,22.24810,-22.24810,"Radial Velocity","W. M. Keck Observatory",0,18.2840000
"Kepler-1077 b",8.10000,2.770,2.090000,0.700,-0.330,,,"Transit","Kepler",0,1101.4200000
"Kepler-1173 b",0.64000,0.890,4.990000,0.230,-0.070,,,"Transit","Kepler",0,377.0600000
"Kepler-1563 b",0.34700,0.750,4.520000,0.120,-0.080,,,"Transit","Kepler",0,616.6970000
"Kepler-118 b",4.50000,1.960,3.280000,0.940,-0.940,,,"Transit","Kepler",0,574.2280000
"Kepler-1567 b",7.90000,2.730,2.130000,0.400,-0.230,,,"Transit","Kepler",0,1206.1100000
"Kepler-151 c",5.02000,2.090,3.020000,1.040,-1.040,,,"Transit","Kepler",0,649.9190000
"PDS 70 b",953.49000,30.488,0.185000,2.242,-1.906,317.83000,-317.83000,"Imaging","Paranal Observatory",0,113.0640000
"OGLE-2017-BLG-1049L b",1760.00000,12.800,4.610000,,,1150.00000,-912.00000,"Microlensing","OGLE",0,5670.0000000
"NGTS-8 b",295.58190,12.218,0.890000,0.336,-0.336,12.71320,-9.53490,"Transit","Paranal Observatory",0,428.9760000
"TOI-700 d",1.57000,1.144,5.760000,0.062,-0.061,,,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0,31.1265000
"TYC 3318-01333-1 b",1086.97860,13.100,2.660000,,,111.24050,-111.24050,"Radial Velocity","Multiple Observatories",0,490.6100000
"HIP 38594 c",48.40000,7.940,0.531000,,,7.40000,-7.40000,"Radial Velocity","Multiple Observatories",0,17.7886000
"Kepler-125 b",6.21000,2.370,2.560000,0.100,-0.100,,,"Transit","Kepler",0,183.3650000
"HD 110113 c",10.50000,3.230,1.710000,,,1.20000,-1.20000,"Radial Velocity","La Silla Observatory",0,106.3070000
"Kepler-424 b",327.35000,9.980,1.940000,0.900,-0.670,41.32000,-41.32000,"Transit","Kepler",0,698.6460000
"Kepler-1095 b",1.92000,1.210,5.960000,0.200,-0.120,,,"Transit","Kepler",0,792.5220000
"K2-170 b",2.60000,1.418,5.010000,0.202,-0.131,,,"Transit","K2",0,392.8720000
"HD 76700 b",66.74430,9.600,0.415000,,,9.53490,-9.53490,"Radial Velocity","Anglo-Australian Telescope",0,60.8831000
"Kepler-1219 b",5.14000,2.120,2.960000,0.560,-0.450,,,"Transit","Kepler",0,880.8950000
"KMT-2016-BLG-0212L b",5700.00000,12.200,17.200000,,,6000.00000,-3500.00000,"Microlensing","KMTNet",0,6300.0000000
"Kepler-1264 b",1.76000,1.180,5.890000,0.220,-0.120,,,"Transit","Kepler",0,801.9930000
"Kepler-115 b",1.32000,1.090,5.600000,0.210,-0.210,,,"Transit","Kepler",0,623.6090000
"Kepler-1340 b",3.02000,1.550,4.460000,0.700,-0.270,,,"Transit","Kepler",0,981.7790000
"Kepler-1495 b",8.96000,2.940,1.940000,0.720,-0.320,,,"Transit","Kepler",0,1355.5400000
"Kepler-1403 b",5.22000,2.140,2.930000,0.540,-0.260,,,"Transit","Kepler",0,2163.9000000
"Kepler-1449 b",3.46000,1.680,4.010000,0.370,-0.180,,,"Transit","Kepler",0,2006.4800000
"Kepler-1439 b",2.73000,1.460,4.820000,0.140,-0.210,,,"Transit","Kepler",0,225.3930000
"Kepler-1602 b",2.36000,1.340,5.390000,0.580,-0.230,,,"Transit","Kepler",0,629.8040000
"GJ 163 d",29.40000,5.920,0.779000,,,2.90000,-2.90000,"Radial Velocity","La Silla Observatory",0,15.1285000
"omi UMa b",1303.10300,13.000,3.260000,,,,,"Radial Velocity","Okayama Astrophysical Observatory",0,54.9149000
"Gl 378 b",13.02000,3.660,1.460000,,,2.03000,-2.01000,"Radial Velocity","Haute-Provence Observatory",0,14.9545000
"XO-2 S b",82.63580,10.900,0.351000,,,12.71320,-12.71320,"Radial Velocity","Roque de los Muchachos Observatory",0,151.3980000
"BD+48 740 b",540.31100,13.500,1.210000,,,222.48100,-222.48100,"Radial Velocity","Multiple Observatories",0,666.5890000
"Kepler-1109 b",5.43000,2.190,2.840000,0.440,-0.230,,,"Transit","Kepler",0,685.0870000
"Kepler-896 b",6.94000,2.530,2.350000,0.180,-0.190,,,"Transit","Kepler",0,2334.9300000
"Kepler-85 c",20.90000,2.180,11.100000,0.100,-0.100,6.20000,-5.60000,"Transit","Kepler",0,765.0250000
"Kepler-1196 b",5.60000,2.230,2.770000,0.370,-0.210,,,"Transit","Kepler",0,922.3330000
"Kepler-203 d",33.90000,1.440,62.400000,0.280,-0.280,183.40000,-33.20000,"Transit","Kepler",0,703.3020000
"Kepler-1146 b",2.04000,1.230,6.020000,0.100,-0.080,,,"Transit","Kepler",0,703.0380000
"Kepler-365 c",3.33000,1.640,4.150000,0.770,-0.770,,,"Transit","Kepler",0,1038.9900000
"Kepler-374 b",1.08000,1.030,5.430000,0.540,-0.540,,,"Transit","Kepler",0,1265.6100000
"Kepler-403 b",2.10000,1.250,5.910000,0.220,-0.220,,,"Transit","Kepler",0,840.2690000
"Kepler-39 b",6388.10000,13.900,13.000000,1.010,-1.120,413.20000,-381.40000,"Transit","Kepler",0,1057.4100000
"Kepler-28 b",479.90000,3.600,,,,,,"Transit","Kepler",0,438.3590000
"Kepler-296 d",5.02000,2.090,1.900000,0.330,-0.320,,,"Transit","Kepler",0,167.0000000
"Kepler-1580 b",5.10000,2.110,2.980000,0.300,-0.310,,,"Transit","Kepler",0,1002.0200000
"Kepler-65 b",2.40000,1.420,4.400000,0.030,-0.030,2.40000,-1.60000,"Transit","Kepler",0,303.7280000
"Kepler-1595 b",2.04000,1.230,6.020000,0.090,-0.100,,,"Transit","Kepler",0,845.0220000
"Kepler-211 b",2.13000,1.260,5.850000,0.090,-0.090,,,"Transit","Kepler",0,309.3530000
"Kepler-299 b",2.30000,1.320,5.500000,0.270,-0.270,,,"Transit","Kepler",0,1052.2400000
"Kepler-228 b",2.96000,1.530,4.540000,0.710,-0.710,,,"Transit","Kepler",0,1644.6100000
"CHXR 73 b",3994.48600,12.300,11.800000,,,2662.99100,-1664.36900,"Imaging","Hubble Space Telescope",0,190.3740000
"EPIC 212424622 b",5.35000,2.170,2.880000,0.670,-0.420,,,"Transit","K2",0,611.8040000
"HD 108236 b",3.24000,1.615,4.230000,0.051,-0.051,,,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0,64.5978000
"WASP-44 b",276.51210,12.330,0.811000,0.908,-0.852,20.02329,-19.70546,"Transit","SuperWASP",0,364.5120000
"HD 219134 b",4.74000,1.602,6.340000,0.055,-0.055,0.19000,-0.19000,"Radial Velocity","Roque de los Muchachos Observatory",0,6.5312700
"Kepler-1467 b",10.90000,3.300,1.670000,0.310,-0.250,,,"Transit","Kepler",0,852.8880000
"Kepler-198 b",8.35000,2.820,2.050000,0.420,-0.420,,,"Transit","Kepler",0,495.3580000
"Kepler-608 b",12.90000,3.640,1.470000,0.720,-0.440,,,"Transit","Kepler",0,946.6830000
"Kepler-133 b",3.75000,1.760,3.780000,0.300,-0.300,,,"Transit","Kepler",0,653.6000000
"HD 177565 b",15.10000,4.000,1.300000,,,6.40000,-6.05000,"Radial Velocity","La Silla Observatory",0,16.9179000
"Kepler-310 d",7.00000,2.470,3.300000,1.150,-1.150,3.40000,-4.10000,"Transit","Kepler",0,602.2680000
"Kepler-377 b",2.51000,1.390,5.140000,0.270,-0.270,,,"Transit","Kepler",0,823.8040000
"Kepler-308 c",5.31000,2.160,2.900000,1.040,-1.040,,,"Transit","Kepler",0,1335.9200000
"Kepler-322 c",3.43000,1.670,4.050000,0.180,-0.180,,,"Transit","Kepler",0,400.4800000
"Kepler-33 e",5.57000,4.020,0.800000,0.380,-0.380,1.16000,-1.07000,"Transit","Kepler",0,1209.1600000
"TOI-481 b",486.27990,11.097,1.960000,0.112,-0.112,9.53490,-9.53490,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0,179.3660000
"Kepler-247 c",15.70000,4.090,1.260000,1.140,-1.140,,,"Transit","Kepler",0,663.7110000
"Kepler-326 b",44.60000,1.520,69.800000,0.160,-0.160,47.70000,-33.30000,"Transit","Kepler",0,487.6750000
"Kepler-229 c",21.50000,4.920,0.992000,1.740,-1.740,,,"Transit","Kepler",0,826.2650000
"Kepler-237 b",2.57000,1.410,5.040000,0.750,-0.750,,,"Transit","Kepler",0,657.8220000
"Kepler-234 c",12.10000,3.510,1.540000,1.560,-1.560,,,"Transit","Kepler",0,1733.1000000
"Kepler-25 c",15.20000,5.217,0.588000,0.070,-0.065,1.30000,-1.60000,"Transit","Kepler",0,243.2490000
"HD 47366 b",731.00900,13.300,1.710000,,,41.31790,-57.20940,"Radial Velocity","Okayama Astrophysical Observatory",0,84.3552000
"HD 5891 b",2425.04290,12.600,6.660000,,,454.49690,-454.49690,"Radial Velocity","W. M. Keck Observatory",0,283.5020000
"HD 50554 b",1574.46400,12.900,4.030000,,,123.63100,-123.63100,"Radial Velocity","Lick Observatory",0,31.1664000
"HD 217786 b",4131.62000,12.300,12.200000,,,254.25300,-254.25300,"Radial Velocity","La Silla Observatory",0,55.4847000
"HD 109749 b",85.81410,11.100,0.345000,,,14.30235,-14.30235,"Radial Velocity","W. M. Keck Observatory",0,63.0821000
"K2-115 b",266.97720,12.060,0.820000,0.220,-0.220,57.20940,-63.56600,"Transit","K2",0,413.5910000
"HD 88133 b",324.18660,13.800,0.678000,,,193.87630,-88.99240,"Radial Velocity","W. M. Keck Observatory",0,73.6123000
"K2-90 b",7.27000,2.600,2.270000,0.100,-0.100,,,"Transit","K2",0,134.1880000
"K2-233 b",11.26000,1.343,26.260000,0.018,-0.016,,,"Transit","K2",0,67.5062000
"Kepler-1059 b",3.64000,1.730,3.860000,0.120,-0.150,,,"Transit","Kepler",0,713.1670000
"WASP-174 b",413.17900,14.572,,5.604,-5.604,,,"Transit","SuperWASP-South",0,410.1490000
"WASP-29 b",73.10090,8.631,0.650000,0.785,-0.785,15.89150,-15.89150,"Transit","SuperWASP",0,87.5953000
"OGLE-2018-BLG-1269L b",210.00000,14.100,0.412000,,,130.00000,-67.00000,"Microlensing","OGLE",0,2510.0000000
"TOI-125 b",9.50000,2.726,2.570000,0.075,-0.075,0.88000,-0.88000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0,111.0590000
"WASP-119 b",390.93090,15.693,0.700000,2.242,-2.242,25.42640,-25.42640,"Transit","SuperWASP-South",0,302.4480000
"Kepler-26 b",5.12000,2.780,1.260000,0.110,-0.110,0.65000,-0.61000,"Transit","Kepler",0,335.3070000
"Kepler-270 c",3.78000,1.770,3.750000,0.370,-0.370,,,"Transit","Kepler",0,948.7810000
"Kepler-244 b",8.05000,2.760,2.100000,1.160,-1.160,,,"Transit","Kepler",0,1036.4900000
"Kepler-307 b",7.44000,2.430,2.620000,0.090,-0.090,0.91000,-0.87000,"Transit","Kepler",0,575.5810000
"Kepler-259 b",8.25000,2.800,2.070000,1.370,-1.370,,,"Transit","Kepler",0,1002.1400000
"Kepler-260 b",4.70000,2.010,3.180000,0.550,-0.550,,,"Transit","Kepler",0,627.3650000
"HD 159868 c",244.09344,14.000,0.489000,,,13.98452,-13.98452,"Radial Velocity","Anglo-Australian Telescope",0,55.8503000
"HD 197037 b",251.00000,13.900,0.514000,,,16.00000,-16.00000,"Radial Velocity","McDonald Observatory",0,33.1944000
"HD 211970 b",13.00000,3.660,1.460000,,,2.50000,-2.50000,"Radial Velocity","Las Campanas Observatory",0,13.1277000
"HD 285507 b",311.47340,13.800,0.651000,,,31.78300,-31.78300,"Radial Velocity","Fred Lawrence Whipple Observatory",0,45.0293000
"KMT-2016-BLG-1397L b",2200.00000,12.700,5.900000,,,1700.00000,-1400.00000,"Microlensing","KMTNet",0,6600.0000000
"Kepler-114 b",6.80000,1.260,18.700000,0.130,-0.130,4.30000,-3.60000,"Transit","Kepler",0,259.5330000
"Kepler-1574 b",2.21000,1.290,5.660000,0.280,-0.150,,,"Transit","Kepler",0,1384.1600000
"Kepler-475 b",6.76000,2.490,2.410000,0.050,-0.180,,,"Transit","Kepler",0,280.0690000
"Kepler-474 b",9.59000,3.060,1.840000,0.480,-0.370,,,"Transit","Kepler",0,841.4960000
"Kepler-1319 b",2.36000,1.340,5.390000,0.720,-0.080,,,"Transit","Kepler",0,103.9170000
"Kepler-1299 b",9.17000,2.980,1.900000,0.660,-0.420,,,"Transit","Kepler",0,1404.9400000
"OGLE-2013-BLG-1721L b",200.00000,14.100,0.392000,,,110.00000,-99.00000,"Microlensing","OGLE",0,6300.0000000
"TOI-169 b",251.40353,12.173,0.760000,0.908,-0.538,20.34112,-19.06980,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0,407.8400000
"gam 1 Leo b",2790.43000,12.500,7.850000,,,317.81700,-317.81700,"Radial Velocity","Bohyunsan Optical Astronomical Observatory",0,39.8883000
"GJ 1061 d",1.64000,1.160,5.770000,,,0.24000,-0.23000,"Radial Velocity","La Silla Observatory",0,3.6727800
"GJ 832 b",216.00000,14.000,0.433000,,,29.00000,-28.00000,"Radial Velocity","Anglo-Australian Telescope",0,4.9643500
"Kepler-391 c",12.30000,3.540,1.520000,0.860,-0.860,,,"Transit","Kepler",0,869.2360000
"Kepler-749 b",9.80000,3.100,1.810000,0.230,-0.260,,,"Transit","Kepler",0,721.0270000
"Kepler-709 b",8.85000,2.920,1.950000,0.180,-0.190,,,"Transit","Kepler",0,664.8430000
"Kepler-669 b",20.80000,4.830,1.010000,1.280,-0.550,,,"Transit","Kepler",0,2063.4100000
"Kepler-549 c",8.91000,2.930,1.950000,0.250,-0.590,,,"Transit","Kepler",0,635.1450000
"Kepler-56 b",22.10000,6.510,0.442000,0.290,-0.280,3.90000,-3.60000,"Transit","Kepler",0,912.9940000
"K2-138 g",4.32000,3.013,0.900000,0.303,-0.251,5.26000,-3.03000,"Transit","K2",0,202.5850000
"K2-195 b",9.96000,3.130,1.780000,0.120,-0.120,,,"Transit","K2",0,315.0140000
"Kepler-140 c",3.89000,1.800,3.670000,0.350,-0.350,,,"Transit","Kepler",0,583.8590000
"Kepler-1423 b",1.20000,1.060,5.540000,0.090,-0.070,,,"Transit","Kepler",0,449.0000000
"Kepler-1188 b",4.98000,2.080,3.040000,0.490,-0.220,,,"Transit","Kepler",0,1717.4800000
"Kepler-1324 b",2.89000,1.510,4.610000,0.080,-0.090,,,"Transit","Kepler",0,481.6670000
"Kepler-1362 b",7.27000,2.600,2.270000,0.120,-0.190,,,"Transit","Kepler",0,731.2980000
"Kepler-1369 b",7.70000,2.690,2.170000,0.420,-0.250,,,"Transit","Kepler",0,1236.5600000
"Kepler-1378 b",5.48000,2.200,2.830000,0.710,-0.140,,,"Transit","Kepler",0,506.4340000
"Kepler-1468 c",1.60000,1.150,5.780000,0.250,-0.130,,,"Transit","Kepler",0,1899.2400000
"Kepler-1486 b",5.99000,2.320,2.640000,0.580,-0.290,,,"Transit","Kepler",0,1769.1400000
"HATS-29 b",207.54299,14.022,0.411000,0.684,-0.684,20.02329,-20.02329,"Transit","HATSouth",0,353.8910000
"HD 192310 c",24.00000,5.250,0.911000,,,5.00000,-5.00000,"Radial Velocity","La Silla Observatory",0,8.7968700
"HD 219134 c",4.36000,1.511,6.950000,0.047,-0.047,0.22000,-0.22000,"Radial Velocity","Roque de los Muchachos Observatory",0,6.5312700
"HD 23472 c",17.18000,2.149,9.510000,0.345,-0.345,1.07000,-13.77000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0,39.0341000
"HD 221420 b",7278.27052,12.000,23.100000,,,699.22250,-699.22250,"Radial Velocity","Anglo-Australian Telescope",0,31.1415000
"HD 72490 b",561.92344,13.500,1.260000,,,25.42640,-25.42640,"Transit","W. M. Keck Observatory",0,126.3390000
"HD 60532 c",797.75330,13.300,1.860000,,,50.85280,-50.85280,"Radial Velocity","La Silla Observatory",0,25.9716000
"HD 66428 b",1018.32732,13.100,2.490000,,,13.66669,-13.66669,"Radial Velocity","W. M. Keck Observatory",0,53.2817000
"2MASS J21402931+1625183 A b",6657.48000,10.310,33.400000,4.370,-4.040,26629.91000,-6657.48000,"Imaging","W. M. Keck Observatory",0,33.1156898
